LR994329 Fungi
MN937235 Fungi|Ascomycota|Dothideomycetes|Pleosporales|Tetraplosphaeriaceae|Tetraploa|Tetraploa_thrayabahubeeja
AB524800 Fungi|Ascomycota|Dothideomycetes|Pleosporales|Tetraplosphaeriaceae|Quadricrura|Quadricrura_septentrionalis
AB524806 Fungi|Ascomycota|Dothideomycetes|Pleosporales|Tetraplosphaeriaceae|Tetraploa|Tetraploa_nagasakiensis
MK347773 Fungi|Ascomycota|Dothideomycetes|Pleosporales|Tetraplosphaeriaceae|Ernakulamia|Ernakulamia_krabiensis
MN937222 Fungi|Ascomycota|Dothideomycetes|Pleosporales|Tetraplosphaeriaceae|Pseudotetraploa|Pseudotetraploa_rajmachiensis
AB524798 Fungi|Ascomycota|Dothideomycetes|Pleosporales|Tetraplosphaeriaceae|Quadricrura|Quadricrura_meridionalis
AB524809 Fungi|Ascomycota|Dothideomycetes|Pleosporales|Tetraplosphaeriaceae|Triplosphaeria|Triplosphaeria_acuta
MT893205 Fungi|Ascomycota|Dothideomycetes|Pleosporales|Tetraplosphaeriaceae|Tetraploa|Tetraploa_cylindrica
AB524797 Fungi|Ascomycota|Dothideomycetes|Pleosporales|Tetraplosphaeriaceae|Quadricrura|Quadricrura_bicornis
KF305722 Fungi|Ascomycota|Pezizomycetes|Pezizales|Sarcosomataceae|Pseudoplectania|Pseudoplectania_tasmanica
OQ878448 Fungi|Ascomycota|Sordariomycetes|Sordariales|Sordariales_fam_Incertae_sedis_Stromatographium|Stromatographium|Stromatographium_stromaticum
MT571523 Fungi|Basidiomycota|Agaricomycetes|Trechisporales|Hydnodontaceae|Trechispora|Trechispora_hondurensis
UDB01374047 Fungi|Ascomycota|Dothideomycetes|Pleosporales|Hypsostromataceae|Hypsostroma|Hypsostroma_thailandicum
MN511001 Fungi|Ascomycota|Lecanoromycetes|Rhizocarpales|Rhizocarpaceae|Rhizocarpon|Rhizocarpon_malenconianum
AY706335 Fungi|Ascomycota|Eurotiomycetes|Eurotiales|Trichocomaceae|Thermomyces|Thermomyces_lanuginosus
MH857768 Fungi|Ascomycota|Eurotiomycetes|Eurotiales|Trichocomaceae|Thermomyces|Thermomyces_dupontii
MK580788 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Amanitaceae|Amanita|Amanita_battarrae
ON059256 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Entolomataceae|Entoloma|Entoloma_dysthaloides
KX674679 Fungi|Ascomycota|Lecanoromycetes|Leprocaulales|Leprocaulaceae|Leprocaulon|Leprocaulon_calcicola
FJ786636 Fungi|Ascomycota|Lecanoromycetes|Leprocaulales|Leprocaulaceae|Leprocaulon|Leprocaulon_textum
KC184114 Fungi|Ascomycota|Lecanoromycetes|Leprocaulales|Leprocaulaceae|Leprocaulon|Leprocaulon_knudsenii
KC184111 Fungi|Ascomycota|Lecanoromycetes|Leprocaulales|Leprocaulaceae|Leprocaulon|Leprocaulon_americanum
MN879847 Fungi|Ascomycota|Lecanoromycetes|Lecanorales|Lecanoraceae|Lecanora|Lecanora_baekdudaeganensis
MN318446 Fungi|Basidiomycota|Agaricomycetes|Hymenochaetales|Hymenochaetaceae|Inonotus|Inonotus_portoricensis
MN318449 Fungi|Basidiomycota|Agaricomycetes|Hymenochaetales|Hymenochaetaceae|Inonotus|Inonotus_glomeratus
MH410006 Fungi|Basidiomycota|Agaricomycetes|Hymenochaetales|Hymenochaetaceae|Inonotus|Inonotus_nothofagi
KU886152 Fungi|Basidiomycota|Agaricomycetes|Hymenochaetales|Hymenochaetaceae|Inonotus|Inonotus_hymenonitens
KC179438 Fungi|Ascomycota|Lecanoromycetes|Teloschistales|Teloschistaceae|Gyalolechia|Gyalolechia_ehrenbergii
GQ253454 Fungi|Basidiomycota|Agaricomycetes|Hymenochaetales|Hymenochaetaceae|Inocutis|Inocutis_rheades
UDB02057313 Fungi|Basidiomycota|Agaricomycetes|Hymenochaetales|Hymenochaetaceae|Fomitiporella|Fomitiporella_crassa
UDB036508 Fungi|Basidiomycota|Agaricomycetes|Thelephorales|Bankeraceae|Hydnellum|Hydnellum_mirabile
AY569006 Fungi|Ascomycota|Saccharomycetes|Saccharomycetales|Saccharomycetales_fam_Incertae_sedis_Candida|Candida|Candida_schatavii
EU343861 Fungi|Ascomycota|Saccharomycetes|Saccharomycetales|Debaryomycetaceae|Schwanniomyces|Schwanniomyces_yamadae
KY588338 Fungi|Ascomycota|Saccharomycetes|Saccharomycetales|Debaryomycetaceae|Yamadazyma|Yamadazyma_laniorum
MH861079 Fungi|Ascomycota|Saccharomycetes|Saccharomycetales|Cephaloascaceae|Cephaloascus|Cephaloascus_albidus
HQ283364 Fungi|Ascomycota|Saccharomycetes|Saccharomycetales|Saccharomycetales_fam_Incertae_sedis_Candida|Candida|Candida_vaughaniae
HQ283367 Fungi|Ascomycota|Saccharomycetes|Saccharomycetales|Saccharomycetales_fam_Incertae_sedis_Candida|Candida|Candida_kanchanaburiensis
KJ707022 Fungi|Ascomycota|Saccharomycetes|Saccharomycetales|Debaryomycetaceae|Kurtzmaniella|Kurtzmaniella_fragi
AB365470 Fungi|Ascomycota|Saccharomycetes|Saccharomycetales|Debaryomycetaceae|Yamadazyma|Yamadazyma_takamatsuzukensis
HQ652048 Fungi|Ascomycota|Saccharomycetes|Saccharomycetales|Saccharomycetales_fam_Incertae_sedis_Candida|Candida|Candida_broadrunensis
AB054099 Fungi|Ascomycota|Saccharomycetes|Saccharomycetales|Debaryomycetaceae|Schwanniomyces|Schwanniomyces_etchellsii
MG271796 Fungi|Ascomycota|Saccharomycetes|Saccharomycetales|Debaryomycetaceae|Meyerozyma|Meyerozyma_neustonensis
AB734049 Fungi|Ascomycota|Saccharomycetes|Saccharomycetales|Debaryomycetaceae|Yamadazyma|Yamadazyma_siamensis
AM158924 Fungi|Ascomycota|Saccharomycetes|Saccharomycetales|Debaryomycetaceae|Kurtzmaniella|Kurtzmaniella_quercitrusa
MN764369 Fungi|Ascomycota|Saccharomycetes|Saccharomycetales|Debaryomycetaceae|Yamadazyma|Yamadazyma_cocois
FR819711 Fungi|Ascomycota|Saccharomycetes|Saccharomycetales|Saccharomycetales_fam_Incertae_sedis_Candida|Candida|Candida_multis-gemmis
FJ008050 Fungi|Ascomycota|Saccharomycetes|Saccharomycetales|Saccharomycetales_fam_Incertae_sedis_Candida|Candida|Candida_spencermartinsiae
AY553846 Fungi|Ascomycota|Saccharomycetes|Saccharomycetales|Debaryomycetaceae|Meyerozyma|Meyerozyma_athensensis
AY553849 Fungi|Ascomycota|Saccharomycetes|Saccharomycetales|Debaryomycetaceae|Meyerozyma|Meyerozyma_elateridarum
FM178314 Fungi|Ascomycota|Saccharomycetes|Saccharomycetales|Debaryomycetaceae|Scheffersomyces|Scheffersomyces_coipomensis
AY553844 Fungi|Ascomycota|Saccharomycetes|Saccharomycetales|Debaryomycetaceae|Meyerozyma|Meyerozyma_smithsonii
FM178354 Fungi|Ascomycota|Saccharomycetes|Saccharomycetales|Saccharomycetales_fam_Incertae_sedis_Candida|Candida|Candida_chilensis
JF826438 Fungi|Ascomycota|Saccharomycetes|Saccharomycetales|Debaryomycetaceae|Scheffersomyces|Scheffersomyces_amazonensis
MG255722 Fungi|Ascomycota|Saccharomycetes|Saccharomycetales|Debaryomycetaceae|Scheffersomyces|Scheffersomyces_jinghongensis
KY673531 Fungi|Ascomycota|Saccharomycetes|Saccharomycetales|Debaryomycetaceae|Meyerozyma|Meyerozyma_amylolytica
LT547714 Fungi|Ascomycota|Saccharomycetes|Saccharomycetales|Debaryomycetaceae|Yamadazyma|Yamadazyma_barbieri
KU128714 Fungi|Ascomycota|Saccharomycetes|Saccharomycetales|Debaryomycetaceae|Scheffersomyces|Scheffersomyces_anoplophorae
JN942657 Fungi|Ascomycota|Saccharomycetes|Saccharomycetales|Debaryomycetaceae|Debaryomyces|Debaryomyces_prosopidis
KJ707072 Fungi|Ascomycota|Saccharomycetes|Saccharomycetales|Debaryomycetaceae|Debaryomyces|Debaryomyces_nepalensis
KC479692 Fungi|Ascomycota|Saccharomycetes|Saccharomycetales|Debaryomycetaceae|Scheffersomyces|Scheffersomyces_illinoinensis
JN942656 Fungi|Ascomycota|Saccharomycetes|Saccharomycetales|Debaryomycetaceae|Debaryomyces|Debaryomyces_udenii
UDB002327 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Amanitaceae|Amanita|Amanita_groenlandica
UDB011541 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Amanitaceae|Amanita|Amanita_friabilis
KF803241 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Amanitaceae|Amanita|Amanita_drummondii
MW208927 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Amanitaceae|Amanita|Amanita_vladimirii
JF907758 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Amanitaceae|Amanita|Amanita_beckeri
KU985216 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Amanitaceae|Amanita|Amanita_arenicola
MN490668 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Amanitaceae|Amanita|Amanita_betulae
OR420077 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Amanitaceae|Amanita|Amanita_fulvogrisea
MH508303 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Amanitaceae|Amanita|Amanita_chiui
MN490682 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Amanitaceae|Amanita|Amanita_mairei
OK042093 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Amanitaceae|Amanita|Amanita_alseides
MH508590 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Amanitaceae|Amanita|Amanita_shennongjiana
MH508389 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Amanitaceae|Amanita|Amanita_griseoumbonata
KP258995 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Amanitaceae|Amanita|Amanita_supravolvata
MH241057 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Amanitaceae|Amanita|Amanita_griseofusca
ON994667 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Amanitaceae|Amanita|Amanita_griseocaerulea
MH508500 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Amanitaceae|Amanita|Amanita_albidostipes
OQ357631 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Amanitaceae|Amanita|Amanita_sponsa
OR652331 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Amanitaceae|Amanita|Amanita_meridioceciliae
MN820544 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Amanitaceae|Amanita|Amanita_constricta
MH508457 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Amanitaceae|Amanita|Amanita_olivaceofusca
OQ225653 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Amanitaceae|Amanita|Amanita_nivalis
UDB07672675 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Amanitaceae|Amanita|Amanita_flavescens
MG734660 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Amanitaceae|Amanita|Amanita_rhacopus
KF017929 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Amanitaceae|Amanita|Amanita_ceciliae
KP224325 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Amanitaceae|Amanita|Amanita_protecta
KP224319 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Amanitaceae|Amanita|Amanita_populiphila
MK580686 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Amanitaceae|Amanita|Amanita_fulva
UDB01060548 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Amanitaceae|Amanita|Amanita_paludosa
MW526944 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Amanitaceae|Amanita|Amanita_prudens
KX834255 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Amanitaceae|Amanita|Amanita_simulans
MH603610 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Amanitaceae|Amanita|Amanita_exilis
OP297212 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Amanitaceae|Amanita|Amanita_suberis
OQ693849 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Amanitaceae|Amanita|Amanita_hamadae
DQ974692 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Amanitaceae|Amanita|Amanita_velosa
KY549357 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Amanitaceae|Amanita|Amanita_brunneoprocera
GU734744 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Lyophyllaceae|Gerhardtia|Gerhardtia_highlandensis
MT514922 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Lyophyllaceae|Gerhardtia|Gerhardtia_yunnanensis
KX882031 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Lyophyllaceae|Gerhardtia|Gerhardtia_sinensis
UDB0780817 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Lyophyllaceae|Gerhardtia|Gerhardtia_foliicola
UDB01473541 Fungi|Basidiomycota|Agaricomycetes|Boletales|Boletaceae|Austroboletus|Austroboletus_appendiculatus
MK991852 Fungi|Ascomycota|Pezizomycetes|Pezizales|Helvellaceae|Barssia|Barssia_oregonensis
MW222642 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Mycenaceae|Roridomyces|Roridomyces_glutinosus
KY424484 Fungi|Basidiomycota|Ustilaginomycetes|Uleiellales|Uleiellaceae|Uleiella|Uleiella_chilensis
MG838175 Fungi|Ascomycota|Lecanoromycetes|Lecanorales|Ramalinaceae|Toniniopsis|Toniniopsis_separabilis
AF282109 Fungi|Ascomycota|Lecanoromycetes|Lecanorales|Ramalinaceae|Bacidia|Bacidia_vermifera
MT169978 Fungi|Ascomycota|Lecanoromycetes|Lecanorales|Ramalinaceae|Toniniopsis|Toniniopsis_dissimilis
MG838169 Fungi|Ascomycota|Lecanoromycetes|Lecanorales|Ramalinaceae|Bibbya|Bibbya_vermifera
KF024735 Fungi|Ascomycota|Lecanoromycetes|Lecanorales|Ramalinaceae|Bibbya|Bibbya_ruginosa
KF309982 Fungi|Ascomycota|Dothideomycetes|Mycosphaerellales|Extremaceae|Vermiconia|Vermiconia_antarctica
MH858384 Fungi|Mucoromycota|Mucoromycetes|Mucorales|Mycotyphaceae|Mycotypha|Mycotypha_africana
KY101755 Fungi|Ascomycota|Saccharomycetes|Saccharomycetales|Trichomonascaceae|Blastobotrys|Blastobotrys_muscicola
OP629165 Fungi|Basidiomycota|Agaricomycetes|Boletales|Boletaceae|Aureoboletus|Aureoboletus_solus
AB925950 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Ophiocordycipitaceae|Ophiocordyceps|Ophiocordyceps_sessilis
AY997039 Fungi|Kickxellomycota|Kickxellomycetes|Kickxellales|Kickxellaceae|Coemansia|Coemansia_brasiliensis
MF580463 Fungi|Ascomycota|Sordariomycetes|Sordariomycetes_ord_Incertae_sedis_Natantiella|Sordariomycetes_fam_Incertae_sedis_Natantiella|Natantiella|Natantiella_ligneola
MN206938 Fungi|Basidiomycota|Agaricomycetes|Cantharellales|Cantharellaceae|Cantharellus|Cantharellus_camphoratus
MN130957 Fungi|Glomeromycota|Glomeromycetes|Glomerales|Glomeraceae|Rhizoglomus|Rhizoglomus_maiae
UDB023989 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Agaricales_fam_Incertae_sedis_Clitocybe|Clitocybe|Clitocybe_alni-glutinosae
KM588683 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Physalacriaceae|Cyptotrama|Cyptotrama_fagiphila
AJ390406 Fungi|Ascomycota|Sordariomycetes|Xylariales|Hypoxylaceae|Hypoxylon|Hypoxylon_ochraceum
LC043078 Fungi|Basidiomycota|Agaricomycetes|Boletales|Boletaceae|Binderoboletus|Binderoboletus_segoi
KP191936 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Entolomataceae|Entoloma|Entoloma_peralbidum
UDB01441590 Fungi|Ascomycota|Eurotiomycetes|Eurotiales|Aspergillaceae|Aspergillus|Aspergillus_spectabilis
EF652511 Fungi|Ascomycota|Eurotiomycetes|Eurotiales|Aspergillaceae|Aspergillus|Aspergillus_bicolor
EF661213 Fungi|Ascomycota|Eurotiomycetes|Eurotiales|Aspergillaceae|Aspergillus|Aspergillus_diversus
EF661179 Fungi|Ascomycota|Eurotiomycetes|Eurotiales|Aspergillaceae|Aspergillus|Aspergillus_conjunctus
LN873931 Fungi|Ascomycota|Eurotiomycetes|Eurotiales|Aspergillaceae|Aspergillus|Aspergillus_croceus
AY629431 Fungi|Ascomycota|Eurotiomycetes|Eurotiales|Aspergillaceae|Monascus|Monascus_purpureus
AJ874124 Fungi|Ascomycota|Eurotiomycetes|Eurotiales|Aspergillaceae|Aspergillus|Aspergillus_astellatus
MK329066 Fungi|Ascomycota|Eurotiomycetes|Eurotiales|Aspergillaceae|Aspergillus|Aspergillus_limoniformis
FJ491520 Fungi|Ascomycota|Eurotiomycetes|Eurotiales|Aspergillaceae|Aspergillus|Aspergillus_heyangensis
EU448272 Fungi|Ascomycota|Eurotiomycetes|Eurotiales|Aspergillaceae|Aspergillus|Aspergillus_discophorus
EU482441 Fungi|Ascomycota|Eurotiomycetes|Eurotiales|Aspergillaceae|Aspergillus|Aspergillus_karnatakaensis
FJ531150 Fungi|Ascomycota|Eurotiomycetes|Eurotiales|Aspergillaceae|Aspergillus|Aspergillus_monodii
EF652501 Fungi|Ascomycota|Eurotiomycetes|Eurotiales|Aspergillaceae|Aspergillus|Aspergillus_aureolatus
FJ531166 Fungi|Ascomycota|Eurotiomycetes|Eurotiales|Aspergillaceae|Aspergillus|Aspergillus_lucknowensis
EF661208 Fungi|Ascomycota|Eurotiomycetes|Eurotiales|Aspergillaceae|Aspergillus|Aspergillus_bisporus
EF661181 Fungi|Ascomycota|Eurotiomycetes|Eurotiales|Aspergillaceae|Aspergillus|Aspergillus_sparsus
FJ531160 Fungi|Ascomycota|Eurotiomycetes|Eurotiales|Aspergillaceae|Aspergillus|Aspergillus_turkensis
FJ531158 Fungi|Ascomycota|Eurotiomycetes|Eurotiales|Aspergillaceae|Aspergillus|Aspergillus_subsessilis
EF652502 Fungi|Ascomycota|Eurotiomycetes|Eurotiales|Aspergillaceae|Aspergillus|Aspergillus_elongatus
EF652489 Fungi|Ascomycota|Eurotiomycetes|Eurotiales|Aspergillaceae|Aspergillus|Aspergillus_crustosus
FJ491656 Fungi|Ascomycota|Eurotiomycetes|Eurotiales|Aspergillaceae|Aspergillus|Aspergillus_implicatus
FJ531161 Fungi|Ascomycota|Eurotiomycetes|Eurotiales|Aspergillaceae|Aspergillus|Aspergillus_amylovorus
EF652454 Fungi|Ascomycota|Eurotiomycetes|Eurotiales|Aspergillaceae|Aspergillus|Aspergillus_raperi
KU866604 Fungi|Ascomycota|Eurotiomycetes|Eurotiales|Aspergillaceae|Aspergillus|Aspergillus_mulundensis
KU866566 Fungi|Ascomycota|Eurotiomycetes|Eurotiales|Aspergillaceae|Aspergillus|Aspergillus_pluriseminatus
FJ531159 Fungi|Ascomycota|Eurotiomycetes|Eurotiales|Aspergillaceae|Aspergillus|Aspergillus_deflectus
EF652477 Fungi|Ascomycota|Eurotiomycetes|Eurotiales|Aspergillaceae|Aspergillus|Aspergillus_multicolor
EF652506 Fungi|Ascomycota|Eurotiomycetes|Eurotiales|Aspergillaceae|Aspergillus|Aspergillus_purpureus
EU448268 Fungi|Ascomycota|Eurotiomycetes|Eurotiales|Aspergillaceae|Aspergillus|Aspergillus_oleicola
FJ531164 Fungi|Ascomycota|Eurotiomycetes|Eurotiales|Aspergillaceae|Aspergillus|Aspergillus_egyptiacus
MH863363 Fungi|Ascomycota|Eurotiomycetes|Eurotiales|Aspergillaceae|Aspergillus|Aspergillus_amazonicus
EF652476 Fungi|Ascomycota|Eurotiomycetes|Eurotiales|Aspergillaceae|Aspergillus|Aspergillus_eburneocremeus
KT698845 Fungi|Ascomycota|Eurotiomycetes|Eurotiales|Aspergillaceae|Aspergillus|Aspergillus_collinsii
KJ862388 Fungi|Basidiomycota|Pucciniomycetes|Pucciniales|Endoraeciaceae|Endoraecium|Endoraecium_tierneyi
DQ365608 Fungi|Basidiomycota|Agaricomycetes|Gomphales|Gomphaceae|Ramaria|Ramaria_stuntzii
KP308771 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Inocybaceae|Inocybe|Inocybe_luteo-olivacea
OL343530 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Entolomataceae|Entoloma|Entoloma_caeruleopinophilum
UDB01749798 Fungi|Ascomycota|Dothideomycetes|Pleosporales|Sporormiaceae|Chaetopreussia
UDB05480049 Fungi|Ascomycota|Dothideomycetes|Pleosporales|Tetraplosphaeriaceae
KJ022018 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Nectriaceae|Tumenectria|Tumenectria_laetidisca
KP890359 Fungi|Basidiomycota|Exobasidiomycetes|Georgefischeriales|Gjaerumiaceae|Gjaerumia|Gjaerumia_minor
MZ766446 Fungi|Basidiomycota|Exobasidiomycetes|Georgefischeriales|Gjaerumiaceae|Gjaerumia|Gjaerumia_marneyi
EU035411 Fungi|Ascomycota|Eurotiomycetes|Chaetothyriales|Herpotrichiellaceae|Pseudocladosporium|Pseudocladosporium_proteae
KM598444 Fungi|Basidiomycota|Agaricomycetes|Polyporales|Incrustoporiaceae|Tyromyces
DQ911604 Fungi|Basidiomycota|Pucciniomycetes|Pucciniales|Phragmidiaceae|Kuehneola|Kuehneola_uredinis
LC029003 Fungi|Ascomycota|Leotiomycetes|Helotiales|Erysiphaceae|Erysiphe|Erysiphe_tectonae
UDB037363 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Physalacriaceae|Physalacria|Physalacria_cryptomeriae
MN219716 Fungi|Ascomycota|Eurotiomycetes|Chaetothyriales|Chaetothyriaceae|Longihyalospora|Longihyalospora_ampeli
MT526344 Fungi|Basidiomycota|Agaricomycetes|Hymenochaetales|Hymenochaetaceae|Phylloporia|Phylloporia_yuchengii
KM217363 Fungi|Basidiomycota|Pucciniomycetes|Pucciniales|Pucciniales_fam_Incertae_sedis_Aecidium|Aecidium|Aecidium_guatteriae
KR081252 Fungi|Ascomycota|Sordariomycetes|Diaporthales|Gnomoniaceae|Apioplagiostoma|Apioplagiostoma_populi
OM897221 Fungi|Basidiomycota|Agaricomycetes|Hymenochaetales|Hymenochaetaceae|Fulvifomes|Fulvifomes_mangroviensis
OX380503 Fungi|Ascomycota|Eurotiomycetes|Chaetothyriales|Herpotrichiellaceae|Exophiala|Exophiala_lichenicola
KY680434 Fungi|Ascomycota|Eurotiomycetes|Chaetothyriales|Herpotrichiellaceae|Exophiala|Exophiala_palmae
UDB035403 Fungi|Ascomycota|Eurotiomycetes|Chaetothyriales|Herpotrichiellaceae|Exophiala|Exophiala_crusticola
KT329451 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Inocybaceae|Inocybe|Inocybe_purpureoflavida
MK097470 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Amanitaceae|Amanita|Amanita_fulvoalba
KR350490 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Pluteaceae|Pluteus|Pluteus_griseodiscus
MT565478 Fungi|Basidiomycota|Agaricomycetes|Thelephorales|Thelephoraceae|Amaurodon|Amaurodon_caeruleocaseus
OM987264 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Entolomataceae|Entoloma|Entoloma_argus
UDB031123 Fungi|Basidiomycota|Agaricomycetes|Hymenochaetales|Hymenochaetaceae|Tubulicrinis|Tubulicrinis_accedens
KC848249 Fungi|Basidiomycota|Agaricomycetes|Polyporales|Polyporaceae|Trametes|Trametes_ellipsospora
KC848259 Fungi|Basidiomycota|Agaricomycetes|Polyporales|Polyporaceae|Trametes|Trametes_ellipsoidea
KC848254 Fungi|Basidiomycota|Agaricomycetes|Polyporales|Polyporaceae|Trametes|Trametes_pocas
OL840637 Fungi|Basidiomycota|Agaricomycetes|Polyporales|Polyporaceae|Trametes|Trametes_maxima
OL685334 Fungi|Basidiomycota|Agaricomycetes|Polyporales|Polyporaceae|Trametes|Trametes_meyenii
MW286507 Fungi|Ascomycota|Sordariomycetes|Cancellidiales|Cancellidiaceae|Obliquiminima|Obliquiminima_hyalina
MW276143 Fungi|Ascomycota|Dothideomycetes|Tubeufiales|Tubeufiaceae|Helicomyces|Helicomyces_roseus
MN306209 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Entolomataceae|Rhodocybe|Rhodocybe_fusipes
MT446250 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Amanitaceae|Amanita|Amanita_fulvopulverulenta
LC223124 Fungi|Chytridiomycota|Chytridiomycetes|Chytridiales|Chytriomycetaceae|Pendulichytrium|Pendulichytrium_sphaericum
LC489984 Fungi|Ascomycota|Lecanoromycetes|Pertusariales|Pertusariaceae|Pertusaria|Pertusaria_astomoides
KU894647 Fungi|Ascomycota|Lecanoromycetes|Pertusariales|Pertusariaceae|Pertusaria|Pertusaria_subobductans
MN387089 Fungi|Ascomycota|Lecanoromycetes|Pertusariales|Pertusariaceae|Pertusaria|Pertusaria_coccodes
AY839842 Fungi|Ascomycota|Pezizomycetes|Pezizales|Pyronemataceae|Diehliomyces|Diehliomyces_microsporus
GU723758 Fungi|Ascomycota|Sordariomycetes|Hypocreales|Ophiocordycipitaceae|Ophiocordyceps|Ophiocordyceps_halabalaensis
KC118129 Fungi|Ascomycota|Saccharomycetes|Saccharomycetales|Saccharomycetales_fam_Incertae_sedis_Candida|Candida|Candida_cetoniae
GU291263 Fungi|Ascomycota|Saccharomycetes|Saccharomycetales|Saccharomycetales_fam_Incertae_sedis_Candida|Candida|Candida_pseudojiufengensis
FN706518 Fungi|Ascomycota|Saccharomycetes|Saccharomycetales|Saccharomycetales_fam_Incertae_sedis_Candida|Candida|Candida_theae
GU291261 Fungi|Ascomycota|Saccharomycetes|Saccharomycetales|Saccharomycetales_fam_Incertae_sedis_Candida|Candida|Candida_jiufengensis
KU128708 Fungi|Ascomycota|Saccharomycetes|Saccharomycetales|Saccharomycetales_fam_Incertae_sedis_Candida|Candida|Candida_margitis
KM386993 Fungi|Ascomycota|Saccharomycetes|Saccharomycetales|Debaryomycetaceae|Nematodospora|Nematodospora_valgi
UDB034588 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Psathyrellaceae|Psathyrella|Psathyrella_typhae
KY399846 Fungi|Ascomycota|Leotiomycetes|Rhytismatales|Rhytismataceae|Lirula|Lirula_sichuanensis
MK412587 Fungi|Basidiomycota|Agaricomycetes|Agaricales|Agaricaceae|Leucocoprinus|Leucocoprinus_straminellus
